FID,IID,POP,SEX,AGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,y
0,HG00362,EUR,0,50.0,-0.0120867,0.0214323,0.010633,-0.00759321,-0.00983921,-0.00369705,0.0262756,-0.0711581,0.00859956,-0.0162576,0
0,HG00364,EUR,0,64.0,-0.0121674,0.0244149,0.0154901,-0.0169361,-0.0113604,0.00232869,0.0164909,-0.0666651,0.0120569,0.00120563,0
0,HG00365,EUR,0,43.0,-0.0105834,0.0238264,0.00921497,-0.0121838,-0.0112208,-0.0212497,0.030425,-0.0738229,0.0115276,0.0200999,0
0,HG00366,EUR,1,51.0,-0.0115897,0.0212312,0.0168846,-0.0153982,-0.0364612,-0.0428514,0.0330564,-0.050598,0.0312177,-0.00663679,0
0,HG00367,EUR,0,58.0,-0.0122121,0.0239372,0.0175681,-0.0192439,-0.0115729,-0.0342753,0.0294647,-0.0466302,-0.00658746,0.0420176,0
0,HG00368,EUR,0,51.0,-0.0106902,0.022906,0.0152519,-0.0173426,-0.0173163,-0.0446949,0.0563946,-0.0652447,-0.0241744,0.0301082,0
0,HG00369,EUR,1,46.0,-0.0125038,0.02063,0.0131163,-0.0123741,-0.0146568,-0.0371277,0.0335235,-0.0370586,0.00879595,-0.0101974,0
0,HG00371,EUR,1,55.0,-0.0107176,0.0250621,0.01114,-0.0141025,-0.0307479,-0.0394488,0.0416424,-0.0436053,-0.0162799,-0.0413504,0
0,HG00372,EUR,1,54.0,-0.0136035,0.0246946,0.0145726,-0.0186951,-0.0287019,-0.0351886,0.0407463,-0.0333466,-0.00208671,0.00272041,0
0,HG00373,EUR,0,55.0,-0.0114104,0.0244349,0.0157413,-0.017376,-0.0297442,-0.0401699,0.0342933,-0.0446887,0.00931553,0.00419724,0
0,HG00375,EUR,1,47.0,-0.0112197,0.0204889,0.0184146,-0.0142894,-0.00880995,-0.0441695,0.0360964,-0.0492713,-0.0152738,-0.0142347,1
0,HG00376,EUR,0,45.0,-0.0120647,0.0230709,0.0154622,-0.0165746,-0.00421616,-0.0468473,0.0428444,-0.067275,0.0178963,0.0231773,1
0,HG00378,EUR,0,43.0,-0.0108893,0.0252647,0.0188057,-0.0170121,-0.000619713,-0.0428294,0.0381051,-0.0553444,0.038105,0.00122568,1
0,HG00379,EUR,0,47.0,-0.0120245,0.020919,0.0150532,-0.0134154,-0.016001,-0.0370448,0.0220076,-0.0523387,-0.0110581,0.022074,0
0,HG00380,EUR,0,59.0,-0.011415,0.0253153,0.0157037,-0.0186081,-0.0174799,-0.0275068,0.0266518,-0.0418012,0.00383887,0.0283497,0
0,HG00381,EUR,0,58.0,-0.0113577,0.0229198,0.0189135,-0.0164499,-0.00952561,-0.0373686,0.0397304,-0.0526751,0.0202886,-0.0100779,0
0,HG00382,EUR,1,44.0,-0.0117262,0.019046,0.0167913,-0.0212058,-0.0214869,-0.0388509,0.0487696,-0.0493885,0.0240326,0.00755727,1
0,HG00383,EUR,0,47.0,-0.0122785,0.0223388,0.0146546,-0.0136172,-0.00292453,-0.045302,0.0385845,-0.0553309,0.0293744,0.00585088,0
0,HG00384,EUR,0,53.0,-0.0117339,0.021936,0.0171098,-0.0188414,-0.0105521,-0.0279019,0.0340287,-0.0276212,-0.0199833,0.0241743,0
0,HG00403,EAS,1,55.0,-0.0160489,-0.0346845,0.00411069,-0.0141026,-0.0165107,-0.0204702,0.00241672,0.0139116,0.0180949,-0.0216841,0
0,HG00404,EAS,0,50.0,-0.0168997,-0.0348887,0.00592808,-0.0129132,-0.0317391,-0.0116814,0.0113991,0.00475697,0.0170741,-0.0254017,0
0,HG00406,EAS,1,51.0,-0.0160632,-0.0353238,0.00330789,-0.0125849,0.00842771,-0.00457487,-0.00996469,0.00410838,0.0161081,-0.0426206,1
0,HG00407,EAS,0,49.0,-0.017251,-0.0333459,0.00573568,-0.0134425,0.0149212,-0.00776596,0.0147119,0.00764546,-0.0135762,0.0121414,0
0,HG00409,EAS,1,43.0,-0.0160867,-0.0334797,0.00643809,-0.0135327,0.00425575,0.0322525,0.00860682,-0.0011958,0.0129476,0.00815663,0
0,HG00410,EAS,0,42.0,-0.0149731,-0.0342277,0.00203123,-0.00756473,-0.00991828,0.0331023,0.0100417,0.00565018,0.010107,0.00177017,0
0,HG00419,EAS,0,57.0,-0.0160674,-0.0345044,0.00544178,-0.0118504,0.0136323,-0.00922873,0.00386618,0.0134523,-0.00130655,-0.00395821,0
0,HG00421,EAS,1,46.0,-0.0166452,-0.0335199,0.008732,-0.0162173,0.0128987,-0.0129851,0.0112886,0.0154344,-0.00750107,-0.0243419,0
0,HG00422,EAS,0,49.0,-0.0156075,-0.0342149,0.00731848,-0.0181824,0.0126079,-0.0155339,-0.00109515,0.00833901,-0.0117638,-0.013816,0
0,HG00428,EAS,0,53.0,-0.0165404,-0.0328429,0.00769109,-0.0168892,0.0181504,-0.0136572,0.0025595,0.0184564,-0.00802047,-0.00577973,1
0,HG00436,EAS,1,53.0,-0.0153153,-0.0345337,0.00750654,-0.0168094,0.00282869,-0.00172202,0.00303077,-0.00393781,-0.00915724,-0.00381302,0
0,HG00437,EAS,0,55.0,-0.0168268,-0.03541,0.00775664,-0.0174688,-0.0143695,0.0123625,0.000960045,0.00707043,0.00743266,-0.0436398,0
0,HG00442,EAS,1,53.0,-0.0154309,-0.0344293,0.00616426,-0.0160158,0.00807447,-0.00646257,-0.000712609,0.0207076,0.00653331,-0.00975073,0
0,HG00443,EAS,0,49.0,-0.0156726,-0.0351848,0.00588139,-0.0143779,-0.00177599,-0.00514407,0.00255446,0.00826101,0.00554654,-0.0135,0
0,HG00445,EAS,1,56.0,-0.0165235,-0.0357032,0.00392747,-0.0192959,0.00272805,-0.00290219,0.00224907,-0.0074245,0.0166275,-0.0229014,1
0,HG00446,EAS,0,51.0,-0.018218,-0.0321481,0.0044022,-0.0168597,-0.0153061,-0.00160768,0.01858,-0.00111519,-0.00505197,-0.000269602,1
0,HG00448,EAS,1,43.0,-0.0165977,-0.0322119,0.00745501,-0.00940953,0.00992286,-0.0128305,0.00658113,0.00816864,-0.011709,0.0117824,0
0,HG00449,EAS,0,49.0,-0.0168646,-0.03435,0.00834063,-0.0154523,0.000395188,-0.00850766,-0.00803449,0.0111569,0.0249411,0.00434625,0
0,HG00451,EAS,1,53.0,-0.0169807,-0.0332238,0.00849532,-0.0139042,0.0051429,-0.00860268,0.00647973,0.00081283,0.00293514,0.00746464,1
0,HG00452,EAS,0,57.0,-0.0167341,-0.0345681,0.00780992,-0.0153688,0.00493033,-0.0026755,0.00605682,0.00488387,0.0164074,0.0045829,0
0,HG00457,EAS,1,48.0,-0.0161212,-0.0345977,0.00528139,-0.0150848,-0.00109348,-0.00260414,-0.00472518,-0.00231466,0.0165847,-0.0279397,0
0,HG00458,EAS,0,53.0,-0.0168041,-0.0360469,0.00626631,-0.0150221,-0.00703545,0.00311134,0.00694962,-0.0102681,0.0177197,-0.0255228,1
0,HG00463,EAS,1,48.0,-0.0164332,-0.0346593,0.0100003,-0.0146053,-0.00948109,-0.0170739,0.0235502,0.00496072,-0.0127973,0.0132228,1
0,HG00464,EAS,0,53.0,-0.0169094,-0.034192,0.0059406,-0.0127897,-0.0161401,-0.0114761,0.014957,0.0100654,-0.0033863,-0.0324593,0
0,HG00472,EAS,1,56.0,-0.0150768,-0.0342927,0.00751397,-0.0132024,0.0121883,-0.0042582,0.00614804,0.0110473,0.00417269,-0.00326831,0
0,HG00473,EAS,0,59.0,-0.0157259,-0.0321787,0.00779862,-0.0156007,-0.00152576,-0.00168076,0.0141594,0.00142796,-0.0043921,-0.00683797,0
0,HG00475,EAS,1,54.0,-0.015866,-0.0347782,0.0100886,-0.0114919,-0.0135113,0.00408452,0.00980872,0.00230439,-0.00103551,-0.0378961,0
0,HG00476,EAS,0,42.0,-0.0169157,-0.0362382,0.00885838,-0.0169032,-0.00629656,-0.00614441,-0.00392163,0.00324204,0.020999,-0.0461727,0
0,HG00478,EAS,1,53.0,-0.0163023,-0.0365573,0.00696638,-0.016982,0.00155531,0.00152833,0.0079313,0.00119624,-0.00411338,-0.0105852,0
0,HG00479,EAS,0,45.0,-0.0164556,-0.034137,0.00697309,-0.0165133,0.0016824,-0.00238109,0.0154062,0.00672778,-0.0107502,-0.0177277,1
0,HG00500,EAS,1,51.0,-0.0164544,-0.0370027,0.00772054,-0.019581,-0.00559446,-0.0203312,0.0061478,-0.00664902,0.0160114,-0.00208687,0
0,HG00513,EAS,0,46.0,-0.0168462,-0.0355728,0.00652401,-0.0150582,0.01853,-0.0217891,-0.00193687,-0.00131755,0.0172912,0.0149277,0
0,HG00524,EAS,1,55.0,-0.0162108,-0.0342433,0.0079227,-0.0139564,-0.00582847,-0.0132735,-0.00698751,0.00808218,0.0077958,-0.0230933,0
0,HG00525,EAS,0,45.0,-0.015558,-0.0327413,0.00824639,-0.0140861,-0.0121211,-0.00756428,0.00901675,0.010676,0.00307029,-0.0251033,0
0,HG00530,EAS,1,44.0,-0.0159363,-0.0333811,0.00521196,-0.0190059,-0.00860955,0.00145628,0.000254435,0.0198916,-0.0216743,-0.0257303,0
0,HG00531,EAS,0,51.0,-0.0171681,-0.0347935,0.00742735,-0.0123747,-0.00396962,-0.00665701,-0.00138073,-0.00460752,-0.0190797,-0.0239082,1
0,HG00533,EAS,1,50.0,-0.0169982,-0.034555,0.00893792,-0.0173134,-0.0112325,-0.0134961,0.00272585,0.00108327,0.0244002,-0.0326736,0
0,HG00534,EAS,0,46.0,-0.0159168,-0.0353791,0.00569625,-0.0145818,0.00369095,-0.0187753,0.00533781,0.014361,0.00804834,-0.00808856,0
0,HG00536,EAS,1,54.0,-0.0154209,-0.0370283,0.00596063,-0.011404,0.00581862,-0.0110991,0.0109796,0.000180037,-0.00361502,-0.0259086,0
0,HG00537,EAS,0,55.0,-0.0166155,-0.0351757,0.00700294,-0.0144096,-0.022726,-0.0109406,0.00787269,-0.00262214,0.0129022,-0.0503473,0
0,HG00542,EAS,1,54.0,-0.0159295,-0.0320126,0.00709803,-0.00971101,0.00115922,-0.0112095,0.0136758,0.00776147,-0.0170606,-0.011563,0
0,HG00543,EAS,0,46.0,-0.0148975,-0.0367453,0.00673974,-0.0138681,0.015821,-0.0168085,0.00669305,0.00333876,0.0104277,-0.0360195,0
0,HG00551,AMR,0,52.0,-0.0046174,0.0168838,0.0149436,-0.00690067,-0.00502792,-0.0146234,-0.00612947,0.0480551,0.00439858,0.00319062,1
0,HG00553,AMR,1,58.0,-0.00791851,0.0136193,0.0144116,0.0156437,-0.0116829,0.00174881,-0.0219568,0.0145156,0.0501698,0.00759844,0
0,HG00554,AMR,0,54.0,-0.00854782,0.025476,0.013445,-0.0122605,0.000337188,0.023842,-0.028852,0.0280991,-0.00130207,-0.0224797,0
0,HG00556,EAS,1,47.0,-0.0162565,-0.0362043,0.00802966,-0.0193435,0.0228765,-0.0119809,0.0101834,-0.00592081,-0.0220391,-0.0300743,0
0,HG00557,EAS,0,51.0,-0.0163944,-0.0353821,0.00487105,-0.014474,-0.0174069,-0.000927632,0.0032449,0.00218398,0.0160471,-0.00916032,0
0,HG00559,EAS,1,46.0,-0.0178603,-0.031645,0.00663334,-0.0126135,-0.00859209,0.0187197,-0.0125099,-0.0280053,-0.0155206,-0.00633465,0
0,HG00560,EAS,0,48.0,-0.0158092,-0.0359822,0.00923247,-0.0120947,-0.00820959,0.0165677,-0.00815614,-0.0181095,0.00929999,0.0019908,0
0,HG00565,EAS,1,55.0,-0.0163613,-0.0354979,0.0073788,-0.014841,-0.00836862,0.0280787,-0.0113564,-0.0226248,0.0180431,-0.00949596,0
0,HG00566,EAS,0,52.0,-0.016768,-0.0350215,0.00537618,-0.016577,0.000800921,0.0233101,-0.0127795,-0.0133561,0.0121373,0.000321006,0
0,HG00580,EAS,1,47.0,-0.0165973,-0.0341251,0.00774668,-0.0140028,-0.00337105,-0.0172878,0.00467727,-0.00175043,0.0052561,-0.0147702,0
0,HG00581,EAS,0,49.0,-0.0160725,-0.0349361,0.00613223,-0.0123652,0.000990678,-0.0169943,0.0056259,0.00706402,0.0101967,0.02202,0
0,HG00583,EAS,1,38.0,-0.0166397,-0.0359511,0.00668692,-0.0130741,-0.000248549,-0.0151394,0.0142398,-0.00333636,-0.0310761,0.000247647,0
0,HG00584,EAS,0,61.0,-0.0168202,-0.0344351,0.00940663,-0.0161553,-0.00133493,-0.00708462,0.00553166,0.00671934,0.00129772,0.00581504,1
0,HG00589,EAS,1,58.0,-0.0168492,-0.0355363,0.00679908,-0.0153924,-0.0054788,-0.0166081,0.000393779,0.0112323,0.017064,0.000598189,0
0,HG00590,EAS,0,54.0,-0.0159538,-0.0336421,0.00594208,-0.0141969,0.00540135,-0.0187639,0.00688371,0.00399307,-0.00987239,-0.0177744,0
0,HG00592,EAS,1,40.0,-0.0175488,-0.031932,0.00731764,-0.0111061,-0.0233783,0.0269883,0.00700091,-0.0109215,-0.013308,-0.0118465,1
0,HG00593,EAS,0,51.0,-0.0159491,-0.0327868,0.00549075,-0.012857,-0.00779101,0.0234929,-0.0163472,-0.00611454,0.0232227,-0.012369,0
0,HG00595,EAS,1,49.0,-0.0162794,-0.0336375,0.00887739,-0.0127256,0.00263166,0.0229753,-0.00452793,-0.0136229,0.00969183,0.01783,1
0,HG00596,EAS,0,51.0,-0.0168025,-0.0334765,0.00484974,-0.0118597,-0.00620664,0.0135439,0.00297543,-0.0354459,0.00752721,-0.0191463,1
0,HG00598,EAS,1,44.0,-0.0161155,-0.0332072,0.00282021,-0.0109218,0.0150493,0.0292084,0.00947668,0.00401636,0.00402095,0.00133744,0
0,HG00599,EAS,0,47.0,-0.0153515,-0.0336891,0.000206334,-0.012102,-0.0169436,0.035255,0.0131093,-0.00374611,0.0103094,0.0014816,0
0,HG00607,EAS,1,51.0,-0.0160149,-0.0359657,0.00888036,-0.0146614,0.00613864,-0.0185871,-0.00534215,0.00178366,0.00119495,0.0191149,0
0,HG00608,EAS,0,57.0,-0.0180473,-0.0358357,0.0072358,-0.0108515,0.00227397,-0.0227642,0.00725441,0.00767562,0.00492759,-0.0165716,0
0,HG00610,EAS,1,42.0,-0.0173239,-0.0325389,0.007918,-0.01507,-0.0159449,-0.0103629,0.00756721,0.00731563,-0.0153612,-0.014249,0
0,HG00611,EAS,0,52.0,-0.0168036,-0.0344887,0.0107157,-0.00884815,-0.0245687,-0.00761426,0.0140588,-0.00415821,-0.0231344,-0.0409054,0
0,HG00613,EAS,1,43.0,-0.0172587,-0.032287,0.00597472,-0.0153613,-0.00184415,-0.0231461,0.00621312,0.0109532,0.0286918,0.00619465,0
0,HG00614,EAS,0,51.0,-0.01763,-0.0337729,0.0109489,-0.0172078,-0.0169843,-0.0145167,0.00436742,-0.000825007,0.0163933,-0.00086732,0
0,HG00619,EAS,1,52.0,-0.0163011,-0.0336966,0.0115107,-0.0161949,-0.00438733,-0.0115194,-0.00229187,0.0125685,0.0239728,-0.0339096,0
0,HG00620,EAS,0,48.0,-0.0164917,-0.0352301,0.00729215,-0.0191155,-0.0160814,-0.00813559,0.00168303,0.0140848,0.00631051,-0.0335241,0
0,HG00622,EAS,1,46.0,-0.0150989,-0.0335396,0.00331836,-0.0111959,0.00750916,0.0250445,0.00900328,0.00350457,0.00371947,0.010455,0
0,HG00623,EAS,0,48.0,-0.0159036,-0.0323431,0.00347396,-0.00513445,-0.00251124,0.0277664,0.017446,-0.00776816,-0.00305186,0.00829578,0
0,HG00625,EAS,1,48.0,-0.0160355,-0.0334547,0.0094216,-0.0101162,-0.00444687,-0.0130809,0.00346444,0.0102649,-0.0107618,0.0107221,0
0,HG00626,EAS,0,47.0,-0.0167446,-0.0340038,0.00526744,-0.0156489,-0.0132196,-0.0113421,0.00871339,0.00397258,-0.0177346,0.0119494,0
0,HG00628,EAS,1,55.0,-0.0166711,-0.0342041,0.0115009,-0.0147263,-0.00192267,-0.00492466,-0.00538796,0.00812144,0.0102982,0.00792806,0
0,HG00629,EAS,0,48.0,-0.0168517,-0.0352934,0.00396888,-0.013238,-0.0188037,-0.0164981,0.000178749,0.00797575,0.0161448,-0.0351499,0
0,HG00631,EAS,1,57.0,-0.0157739,-0.031392,0.00575606,-0.0069523,-0.00886531,0.027611,0.0212726,-0.0106725,0.00375764,0.00512492,0
0,HG00632,EAS,0,50.0,-0.0160901,-0.0337641,-0.000116722,-0.00975834,0.00110865,0.0224077,0.0323039,-0.00541808,-0.0478142,-0.0297706,0
0,HG00634,EAS,1,53.0,-0.0166122,-0.0340678,0.00959566,-0.0207333,0.000632007,-0.00566721,0.000427153,0.0121805,-0.0252989,-0.00254745,0
0,HG00637,AMR,1,57.0,-0.00668854,0.0155882,0.0156775,0.000416035,-0.0092987,0.0180199,-0.00864596,0.0146005,0.0373193,0.006547,0
0,HG00638,AMR,0,50.0,-0.000391342,0.0185554,0.0143811,-0.00766313,0.0163067,0.0164644,0.00350628,0.00938488,-0.0279125,-0.00556901,1
0,HG00640,AMR,1,43.0,-0.00802103,0.0124048,0.0179705,0.00682493,0.0133443,0.0126706,-0.0217506,0.0211171,0.00558523,0.0313818,0
0,HG00641,AMR,0,54.0,-0.0043957,0.0096024,0.0165443,0.0141577,-0.00121942,-0.0290593,0.00537627,0.0427151,0.00171006,0.0335271,1
0,HG00650,EAS,1,53.0,-0.0168242,-0.0335775,0.0078016,-0.0145697,0.00919016,-0.0208479,0.00922716,6.66128e-5,-0.000412589,0.0159075,1
0,HG00651,EAS,0,48.0,-0.0164582,-0.0351236,0.0096484,-0.0158269,0.0125538,-0.0102289,-0.0045035,0.0111333,0.0137221,0.00349108,0
0,HG00653,EAS,1,55.0,-0.0166419,-0.032147,0.00866864,-0.0203948,0.0187605,-0.0170195,0.0118082,0.00913336,-0.0401447,-0.00792534,0
0,HG00654,EAS,0,58.0,-0.0171819,-0.0345612,0.00443083,-0.0161378,-0.00199935,-0.0140223,0.000270395,0.0042055,0.021648,-0.0178923,0
0,HG00656,EAS,1,51.0,-0.0165064,-0.0331997,0.00221499,-0.0142684,0.0150945,-0.0271736,0.00481603,0.00604543,0.0271513,0.020993,1
0,HG00657,EAS,0,54.0,-0.0163309,-0.0333239,0.00479173,-0.0206098,0.0099465,-0.00633075,-0.00393517,0.00850076,0.0100681,-0.00777835,0
0,HG00662,EAS,1,49.0,-0.0156487,-0.0345836,0.0106574,-0.0159178,-0.00451235,-0.0164895,0.0129447,0.00979268,-0.0108757,-0.0197905,0
0,HG00663,EAS,0,49.0,-0.0157195,-0.0353891,0.00412323,-0.0113911,0.015401,-0.0249324,-0.00430581,0.00937368,0.00161627,-0.0132611,1
0,HG00671,EAS,1,53.0,-0.0160877,-0.0341134,0.00751894,-0.0117822,0.0233479,-0.0255844,0.0060513,0.00491114,-0.0255119,0.00436025,1
0,HG00672,EAS,0,53.0,-0.0156164,-0.035531,0.00648541,-0.0152261,0.021538,-0.0253408,-0.00741854,0.00620542,0.0142581,-0.00687203,0
0,HG00674,EAS,1,55.0,-0.0155176,-0.0341518,0.00269865,-0.016963,0.0110062,0.0199972,0.0079933,-0.00409028,0.0171205,-0.00270909,1
0,HG00675,EAS,0,48.0,-0.0146593,-0.035638,-0.00156692,-0.011839,0.0153276,0.0180954,-0.000900768,0.00621498,0.0180265,-0.00872222,0
0,HG00683,EAS,1,57.0,-0.0154113,-0.0319504,0.00579486,-0.00961527,-0.00775268,-0.0169073,0.00688762,0.00215743,0.0192776,-0.0304415,0
0,HG00684,EAS,0,41.0,-0.0157173,-0.0332932,0.00764328,-0.0188427,0.0181233,-0.0172636,-0.000616946,0.0138501,0.0140547,-0.00346697,0
0,HG00689,EAS,1,46.0,-0.0171668,-0.0344642,0.00601478,-0.0176422,0.0113439,-0.0180249,0.00383875,0.00266997,0.0251822,0.00867044,0
0,HG00690,EAS,0,57.0,-0.0149699,-0.0324045,0.00780371,-0.0191848,0.0272528,-0.0154552,-0.00286704,0.00845548,-0.0103359,0.0123302,0
0,HG00692,EAS,1,44.0,-0.0147624,-0.0340894,0.00311489,-0.0153706,0.0121209,-0.0204542,0.00325351,0.000136522,-0.0162963,-0.0277587,0
0,HG00693,EAS,0,43.0,-0.0169444,-0.0332164,0.00587699,-0.0151558,0.0124603,-0.0182443,-0.00271703,0.00700804,0.0204889,0.00490411,0
0,HG00698,EAS,1,52.0,-0.0159806,-0.0350624,0.0053613,-0.0179553,0.0179074,-0.0244176,-0.00227712,-0.000761016,0.0184278,0.0152009,0
0,HG00699,EAS,0,40.0,-0.015341,-0.0350897,0.00576163,-0.0188268,0.00937883,-0.0183963,-0.00941236,0.00355207,0.0132162,0.00495217,0
0,HG00701,EAS,1,56.0,-0.0164328,-0.0336849,0.00595758,-0.0184997,0.00918706,-0.017903,0.00174999,0.00251769,0.0212985,-0.0070173,0
0,HG00704,EAS,1,45.0,-0.0162967,-0.0358067,0.00700379,-0.0218527,0.0144836,-0.0227407,-0.00417153,-0.00622645,0.0185711,0.00868448,0
0,HG00705,EAS,0,51.0,-0.0157782,-0.0351189,0.00822766,-0.0207182,-0.000133039,-0.0186921,0.0107636,-0.00709966,0.0151966,-0.0229765,0
0,HG00707,EAS,1,49.0,-0.0162439,-0.0325596,0.00984133,-0.0155485,0.0315908,-0.0212798,0.015312,0.00518235,-0.0398544,-0.0229139,1
0,HG00708,EAS,0,49.0,-0.0170953,-0.0339385,0.00998115,-0.0193412,0.0339618,-0.0135679,-0.00351316,0.00472351,-0.0105083,0.00772096,0
0,HG00717,EAS,0,43.0,-0.0161763,-0.0362411,0.00382039,-0.0162598,0.0057868,0.034499,-0.0181928,-0.00628038,0.00873273,0.0021974,0
0,HG00728,EAS,1,62.0,-0.0157366,-0.0315942,0.00201994,-0.0105837,0.0216497,0.0243574,0.00909608,0.00127906,-0.0218955,0.0182512,0
0,HG00729,EAS,0,49.0,-0.0165308,-0.031527,-0.00073123,-0.0104134,0.00943714,0.0365511,0.0105187,0.0099605,0.00675934,0.0231533,0
0,HG00731,AMR,1,48.0,-0.0102951,0.0198208,0.0181922,-0.00516857,-0.00225414,0.00606465,0.00846697,0.0390169,-0.0154,0.00991258,0
0,HG00732,AMR,0,49.0,-0.00809036,0.0184926,0.0213501,0.00189253,0.00532134,0.016792,0.00632355,0.0519359,-0.0392569,0.0306706,0
0,HG00734,AMR,0,42.0,-0.00446575,0.0185363,0.0188045,-0.00410038,-0.0113285,-0.020165,0.00157064,0.0588147,-0.00680038,0.0188467,0
0,HG00736,AMR,1,51.0,-0.00602759,0.017599,0.0184627,-0.00297492,0.00260811,-0.0148307,0.0113475,0.0365851,0.00102629,0.0273416,0
0,HG00737,AMR,0,49.0,-0.00832037,0.0228658,0.0148002,-0.0145662,0.00355015,-0.0196451,0.0111396,0.0387607,-0.0250416,0.0342269,0
0,HG00739,AMR,1,51.0,-0.00969349,0.0232495,0.0102014,-0.00686138,-0.00585592,-0.00959546,0.00271512,0.0267771,0.0109193,-0.0341693,0
0,HG00740,AMR,0,56.0,-0.0074345,0.0135081,0.0223124,0.0104384,-5.67489e-5,-0.0295426,0.00675251,0.0299524,-0.0246726,0.0191022,0
0,HG00742,AMR,1,52.0,-0.00910792,0.027934,0.0120705,-0.0137296,0.00102281,0.0470861,-0.0038058,0.00444796,-0.0286924,-0.020777,0
0,HG00743,AMR,0,46.0,-0.00653604,0.0103869,0.0187174,0.0299228,-0.00948244,0.0361273,-0.0168678,0.0181355,-0.013911,-0.0108736,0
0,HG00759,EAS,0,54.0,-0.0159205,-0.0351021,0.00408784,-0.0131677,0.0476741,0.00309905,-0.00117354,-0.0174472,-0.0183825,0.000140966,1
0,HG00766,EAS,0,57.0,-0.0159228,-0.0334458,0.00278274,-0.0194712,0.0591858,0.00676026,-0.00602918,-0.014864,0.00569204,-0.0269268,0
0,HG00844,EAS,1,45.0,-0.0173498,-0.033648,0.0023729,-0.0163367,0.0442729,-0.0150568,-0.00673412,0.00430706,0.00144273,-0.0195143,0
0,HG00851,EAS,0,39.0,-0.0147779,-0.0339062,0.0112583,-0.0144383,0.0603584,-0.0227282,0.0100064,-0.0010745,-0.00955185,-0.0265354,1
0,HG00864,EAS,0,59.0,-0.0160476,-0.033724,0.00379502,-0.0180297,0.0266739,-0.00905341,-0.00267302,0.00584868,0.0164944,0.0136146,0
0,HG00867,EAS,0,45.0,-0.0161468,-0.0370029,0.00456405,-0.01367,0.0536825,-0.00157006,0.00459397,-0.0184948,-0.038263,0.0163028,1
0,HG00879,EAS,0,47.0,-0.0154902,-0.0342612,0.00342833,-0.015081,0.05657,-0.0290502,-0.0153495,-0.00408367,0.0081279,0.00134863,0
0,HG00881,EAS,1,56.0,-0.0153601,-0.0342446,0.00285289,-0.0176664,0.0553851,-0.0188748,0.00498157,-0.00648183,-0.00146382,0.00454069,0
0,HG00956,EAS,0,58.0,-0.0163587,-0.0354249,0.00616262,-0.014611,0.0483138,-0.00729703,-0.0110142,-0.00548878,0.0242892,-0.0106135,1
0,HG00978,EAS,0,53.0,-0.0160874,-0.0334215,0.00494993,-0.0145807,0.0361217,-0.00793007,-0.00669023,-0.00577571,0.0108752,0.000664287,1
0,HG00982,EAS,1,53.0,-0.0155268,-0.034096,0.00147071,-0.0154848,0.0491956,-0.017372,-0.00276449,-0.000559622,-0.00629889,0.0166519,0
0,HG01028,EAS,1,50.0,-0.0156502,-0.0334169,0.00183358,-0.0192358,0.0547965,-0.0203357,-0.012727,0.00710342,0.0199451,0.00327338,0
0,HG01029,EAS,0,53.0,-0.016551,-0.0338817,0.0018561,-0.0192206,0.0387564,-0.0241288,-0.00796042,-0.00251408,-0.00616051,-0.0160572,1
0,HG01031,EAS,1,50.0,-0.0165295,-0.035479,0.00568233,-0.0133068,0.049289,-0.0122871,-0.00907988,-0.00207952,-0.0046735,0.0133453,0
0,HG01046,EAS,0,49.0,-0.0152056,-0.0336373,0.00160635,-0.0199028,0.050255,-0.0188088,-0.00964025,0.0111153,-0.0154672,-0.00120923,0
0,HG01047,AMR,1,51.0,-0.00970243,0.0203351,0.0167351,-0.00507835,-0.00448698,-0.00704706,0.00777343,0.0466058,-0.0253473,-0.0143591,0
0,HG01048,AMR,1,59.0,-0.00649607,0.0203736,0.0162769,-0.00362256,-0.00433022,-0.0062564,0.0079546,0.0439703,0.00359186,0.00471777,1
0,HG01049,AMR,0,53.0,0.00407238,0.0137073,0.0214411,-0.00628389,-0.0154326,-0.0184484,-0.00509494,0.0474761,0.0385115,-0.0136029,0
0,HG01051,AMR,1,44.0,-0.00466862,0.0167488,0.018959,-0.000832459,0.0171603,-0.012816,0.00215252,0.0258318,-0.0103786,-0.0563875,0
0,HG01052,AMR,0,48.0,0.00353133,0.00995561,0.012678,0.00237505,0.0176516,-0.0224753,0.00261158,0.0256619,-0.0108558,-0.0118685,1
0,HG01054,AMR,1,60.0,-0.00838911,0.0159429,0.0210075,0.0052676,-0.00821589,-0.018387,-0.00635969,0.0583582,0.015128,0.0418586,0
0,HG01055,AMR,0,45.0,-0.00149839,0.0171569,0.0152944,-0.010583,-0.0167942,-0.0160684,0.00564647,0.0457138,-0.00225486,-0.0152049,1
0,HG01058,AMR,0,40.0,0.00115716,0.0149393,0.00870496,-0.00321928,0.0168403,0.0228392,-0.00858577,0.0076144,-0.00796074,0.0170399,0
0,HG01060,AMR,1,51.0,-0.00991469,0.0234102,0.0173907,-0.00396159,0.0137758,-0.0222575,0.000377562,0.0436818,-0.0228326,-0.00514486,0
0,HG01061,AMR,0,61.0,-0.00519466,0.0145015,0.0243197,0.00184528,0.0037635,-0.0207469,0.0192425,0.0339797,-0.0246911,-0.0446876,1
0,HG01063,AMR,1,48.0,0.0144986,0.00753393,0.00623107,0.00149859,0.00823697,0.0145378,-0.0166321,0.00692541,-0.0260687,-0.0432398,0
